time_utc,air_T_C,wind_m_s,wind_dir_deg,ghi_W_m2,sun_elev_deg,sun_az_deg,roof_T_C,gap_T_C,sky_T_C,roof_snow_depth_m,surface_ice_equiv_m,surface_ice_cover_fraction,wall_ice_avg_m,wall_ice_max_m,cum_top_MJ,cum_wall_MJ,cum_wall_ambient_MJ,cum_wall_interface_MJ,cum_wall_ice_latent_MJ,cum_wall_solar_abs_MJ,cum_bottom_MJ,cum_gap_to_water_MJ,cum_roof_gap_MJ,cum_gap_vent_MJ,cum_roof_lw_MJ,cum_roof_conv_MJ,cum_roof_solar_abs_MJ,freeze_budget_top_frac,freeze_budget_wall_frac,freeze_budget_bottom_frac,sector_000_top_water_C,sector_000_bottom_water_C,sector_000_surface_ice_m,sector_000_avg_wall_ice_m,sector_000_wall_flux_W_m2,sector_000_top_flux_W_m2,sector_045_top_water_C,sector_045_bottom_water_C,sector_045_surface_ice_m,sector_045_avg_wall_ice_m,sector_045_wall_flux_W_m2,sector_045_top_flux_W_m2,sector_090_top_water_C,sector_090_bottom_water_C,sector_090_surface_ice_m,sector_090_avg_wall_ice_m,sector_090_wall_flux_W_m2,sector_090_top_flux_W_m2,sector_135_top_water_C,sector_135_bottom_water_C,sector_135_surface_ice_m,sector_135_avg_wall_ice_m,sector_135_wall_flux_W_m2,sector_135_top_flux_W_m2,sector_180_top_water_C,sector_180_bottom_water_C,sector_180_surface_ice_m,sector_180_avg_wall_ice_m,sector_180_wall_flux_W_m2,sector_180_top_flux_W_m2,sector_225_top_water_C,sector_225_bottom_water_C,sector_225_surface_ice_m,sector_225_avg_wall_ice_m,sector_225_wall_flux_W_m2,sector_225_top_flux_W_m2,sector_270_top_water_C,sector_270_bottom_water_C,sector_270_surface_ice_m,sector_270_avg_wall_ice_m,sector_270_wall_flux_W_m2,sector_270_top_flux_W_m2,sector_315_top_water_C,sector_315_bottom_water_C,sector_315_surface_ice_m,sector_315_avg_wall_ice_m,sector_315_wall_flux_W_m2,sector_315_top_flux_W_m2
2024-04-01T00:00:00+00:00,-1.4,1.33,257.0,0.0,-21.332608169781274,265.6631806545233,7.0,7.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0
2024-04-01T01:00:00+00:00,-2.2,1.43,245.0,0.0,-35.014361653010845,258.7810388700133,2.743826404779204,4.044011672378855,-3.565030820401148,0.0,0.0,0.0,0.0,0.0,-0.39857232909887463,11.563756772771843,11.563756772771843,11.563756772771843,0.0,0.0,0.0036647277366629333,-0.39857232909887463,-0.24851025718720193,0.167082444275532,2.0830794082120945,4.429380421104183,0.0,0.033318957011184744,0.9666810429888153,0.0,6.948989355031159,6.973612052360297,0.0,0.0,125.19198812991621,-5.220100162696203,6.948266925351762,6.972617659552504,0.0,0.0,129.84526961705672,-5.218880766459215,6.948313367363459,6.972681586740479,0.0,0.0,129.5462278853836,-5.218959159263833,6.949102566890032,6.973767878123552,0.0,0.0,124.4624764095868,-5.220291245468393,6.942786303680851,6.965071875365132,0.0,0.0,165.03991008497857,-5.209626853306352,6.939192940063054,6.960122610010647,0.0,0.0,188.01225425906404,-5.203556531876071,6.93941974365814,6.960435038803098,0.0,0.0,186.56472217229114,-5.203939745106878,6.943362345469324,6.965865138948112,0.0,0.0,161.34967681912067,-5.210599747352033
2024-04-01T02:00:00+00:00,-3.3,1.61,240.0,0.0,-48.30743993815976,249.53412595138764,-0.06312257596028889,2.4120417324413834,-4.65948908243314,0.0,0.0,0.0,0.0,0.0,-1.013232599713011,24.732609555349953,24.732609555349953,24.732609555349953,0.0,0.0,0.010243174994535567,-1.013232599713011,-0.7215995423758131,0.3199299955832874,3.561375571278322,7.506890802811336,0.0,0.039355193495341036,0.960644806504659,0.0,6.894630517915429,6.942832177819423,0.0,0.0,141.8724901674082,-8.053521626301494,6.89328401712435,6.940761474827677,0.0,0.0,146.97133233544943,-8.051136586709069,6.89349035717663,6.941059653722896,0.0,0.0,145.87154217073206,-8.051492118136677,6.895134271331935,6.943560070855947,0.0,0.0,139.18438658708234,-8.05438952374857,6.881831745219078,6.923346005719639,0.0,0.0,193.4511058823678,-8.030949465482355,6.875243641183206,6.913195470339331,0.0,0.0,217.8769854893433,-8.01926486037118,6.8762331758987365,6.914627176198008,0.0,0.0,212.6757436299143,-8.020971935580835,6.8843639059413375,6.927007801991052,0.0,0.0,180.063550619206,-8.035315560488936
2024-04-01T03:00:00+00:00,-3.9,1.49,222.0,0.0,-60.55454500910304,234.55259512064123,-1.739522827694979,1.4327656782608917,-5.2564663162687,0.0,0.0,0.0,0.0,0.0,-1.7552755177145025,38.07971874765128,38.07971874765128,38.07971874765128,0.0,0.0,0.019847588469153146,-1.7552755177145025,-1.3279333104414293,0.4626285635910944,4.669537046393814,9.472452656919017,0.0,0.044063656844570274,0.9559363431554297,0.0,6.846112322886357,6.909756400209503,0.0,0.0,149.11777027808023,-9.725155052981291,6.844551169665883,6.907157036545728,0.0,0.0,151.73178068849512,-9.72228661477242,6.84526432920556,6.9082047383969964,0.0,0.0,148.20351743567497,-9.723524075752412,6.842831263111219,6.905388502082252,0.0,0.0,172.88828916338375,-9.719697200972249,6.825940812901702,6.877739280258657,0.0,0.0,208.842414272096,-9.688904225143478,6.818364258496569,6.8651050614502935,0.0,0.0,221.04353664462303,-9.674969364821045,6.821801233490301,6.870153094006617,0.0,0.0,204.17123315488962,-9.680936325329592,6.838592654817397,6.895973130923376,0.0,0.0,140.6210533279322,-9.71067992541577
2024-04-01T04:00:00+00:00,-3.2,0.85,201.0,0.0,-69.65615116300118,205.6539514683924,-2.2272643846928593,1.1956710032755111,-4.559992876793842,0.0,0.0,0.0,0.0,0.0,-2.5247558669993277,48.86096828558717,48.86096828558717,48.86096828558717,0.0,0.0,0.03200899344339465,-2.5247558669993277,-1.982174344236252,0.5802515748848168,5.393914136375263,10.157938995820684,0.0,0.04913341027368288,0.9508665897263171,0.0,6.810502532671313,6.880697222993663,0.0,0.0,127.90619098944951,-10.086343752204362,6.809090578571456,6.87818970313852,0.0,0.0,127.6568766577499,-10.08366781471586,6.810165183644451,6.8798978754025795,0.0,0.0,124.48898288480875,-10.085599669510176,6.804600062124876,6.871612599298938,0.0,0.0,150.26500650240123,-10.07588751669526,6.787013937919491,6.841402727007408,0.0,0.0,164.13816401708925,-10.043089347826944,6.780183201765414,6.829261518878967,0.0,0.0,162.7193224059367,-10.030137617223446,6.785489459683571,6.837666261809807,0.0,0.0,146.70235027458193,-10.039664057515353,6.803380189217229,6.86790547566008,0.0,0.0,124.25535917377432,-10.072770777075279
2024-04-01T05:00:00+00:00,-4.1,1.33,193.0,0.0,-70.48764755102603,160.82420805099775,-2.939865754757157,0.7306295654960293,-5.455458727547295,0.0,0.0,0.0,0.0,0.0,-3.3523154992140083,61.881169871499225,61.881169871499225,61.881169871499225,0.0,0.0,0.04713390513156372,-3.3523154992140083,-2.68373262117668,0.7095135682220637,6.1713317205189755,11.148091763408093,0.0,0.051389489311559,0.9486105106884409,0.0,6.770765845794077,6.846965389063385,0.0,0.0,148.8967285899751,-10.850876225283132,6.7695726682544,6.84477976787391,0.0,0.0,147.5679147026278,-10.848580060771432,6.771451148985041,6.847739013432068,0.0,0.0,141.58715348270445,-10.851943226410716,6.759117188836777,6.828938344623137,0.0,0.0,191.27257505188885,-10.830186542873617,6.739254366265212,6.795041802671764,0.0,0.0,210.5378434026081,-10.793255903278476,6.733510422792546,6.784508175184275,0.0,0.0,203.93258085808475,-10.782196117131312,6.742790554706445,6.799115270941475,0.0,0.0,174.46788799114893,-10.798811131163024,6.764364767206513,6.83538199936338,0.0,0.0,144.14983561250577,-10.83863216736665
2024-04-01T06:00:00+00:00,-3.2,1.36,197.0,0.0,-62.29167366852853,128.78265091342018,-2.9391610748599466,0.7767754384215756,-4.559992876793842,0.0,0.0,0.0,0.0,0.0,-4.1685762999414235,73.7759741785845,73.7759741785845,73.7759741785845,0.0,0.0,0.06505098704733223,-4.1685762999414235,-3.393976277691676,0.8159274244814377,6.665932953716521,11.364838742513554,0.0,0.05348130529137999,0.94651869470862,0.0,6.7370163670453325,6.815855588371413,0.0,0.0,135.69285968644348,-10.70721466258168,6.735908802415121,6.813857453978358,0.0,0.0,134.97163920580675,-10.705099252959027,6.7383614173926984,6.817878759159952,0.0,0.0,129.7917020704696,-10.709572478912289,6.721370589825463,6.790386961238283,0.0,0.0,171.6798428639841,-10.678771759560403,6.6994028026498995,6.752792399879658,0.0,0.0,191.25319959635445,-10.637873003779303,6.6940818724316085,6.743188213519798,0.0,0.0,187.68734008278722,-10.62770752112643,6.706151546765421,6.7629795468162754,0.0,0.0,162.5506873864082,-10.649729068704245,6.7312763685693895,6.805444597984761,0.0,0.0,131.02552502055977,-10.6962224482456
2024-04-01T07:00:00+00:00,-4.0,1.25,209.0,0.0,-50.33538281684411,112.31224798258035,-3.274759705384884,0.5248839155442836,-5.355962521907998,0.0,0.0,0.0,0.0,0.0,-5.0141328546900015,86.30188160430018,86.30188160430018,86.30188160430018,0.0,0.0,0.0858641331024355,-5.0141328546900015,-4.120219250125947,0.937008022074899,7.303466630128389,11.96104927477567,0.0,0.05490967695421965,0.9450903230457803,0.0,6.700665414643276,6.783051733651168,0.0,0.0,143.34428434717364,-11.09466489177301,6.699436860369633,6.780926808545689,0.0,0.0,144.08076601263875,-11.092366283094501,6.702310929354686,6.785757772666092,0.0,0.0,140.0066216596259,-11.097670350617815,6.682199249992865,6.752094136811224,0.0,0.0,170.7819682446194,-11.060626047795155,6.657330225184179,6.709702027732837,0.0,0.0,195.77104666992776,-11.01441405282422,6.651427751779104,6.699495082745638,0.0,0.0,199.2530189111707,-11.003369811745845,6.665527899175987,6.723200929813172,0.0,0.0,179.65635390249557,-11.029400798938257,6.695715185186089,6.773982180662799,0.0,0.0,137.79633046544973,-11.08513756728017
2024-04-01T08:00:00+00:00,-5.0,1.21,204.0,0.0,-37.145865879053126,102.46683467247573,-3.8752514385640215,0.11278182256411037,-6.350924578300692,0.0,0.0,0.0,0.0,0.0,-5.910329601037731,99.86195474677999,99.86195474677999,99.86195474677999,0.0,0.0,0.10978848246518834,-5.910329601037731,-4.882469981688023,1.0738200795763968,8.058980613079786,12.876212382466438,0.0,0.055877866659307635,0.9441221333406924,0.0,6.659600219047833,6.747489682770481,0.0,0.0,155.9038586879581,-11.761465588716144,6.658392281699789,6.74536583634594,0.0,0.0,156.04746476208095,-11.759187457328458,6.661828610068166,6.751146609910791,0.0,0.0,151.2567158406739,-11.765531655041144,6.6372553999223145,6.710001631360271,0.0,0.0,188.60962159399497,-11.72026205416816,6.609821205907938,6.66303958925954,0.0,0.0,212.86122580419908,-11.669180235898947,6.604028000781471,6.652852898648719,0.0,0.0,213.47604155838687,-11.658252858564111,6.620884728131656,6.681201905381235,0.0,0.0,190.18859270725972,-11.689377215496947,6.65536685170059,6.7396976822707435,0.0,0.0,150.5602721508474,-11.753299255702967
2024-04-01T09:00:00+00:00,-5.2,1.39,201.0,0.0,-23.502700668765833,95.3347111550803,-4.3119729922780365,-0.15644874785067828,-6.549916989579231,0.0,0.0,0.0,0.0,0.0,-6.837352830475208,114.10840251145635,114.10840251145635,114.10840251145635,0.0,0.0,0.13698457097860492,-6.837352830475208,-5.676734018102469,1.208779608042009,8.737378898908235,13.644494803517135,0.0,0.056532391824293454,0.9434676081757065,0.0,6.617544091085006,6.710489257770524,0.0,0.0,161.90118610821932,-12.169796482446905,6.616399637853524,6.708453331479415,0.0,0.0,161.63879317926637,-12.167625667880223,6.620531414036298,6.715398259919101,0.0,0.0,155.77927152588683,-12.17525075778866,6.590408983523293,6.6649865504928005,0.0,0.0,201.96446206746185,-12.119770604574999,6.560132286904358,6.613122062130214,0.0,0.0,228.04870791288545,-12.06337551527429,6.554654802105789,6.60337570405389,0.0,0.0,226.71436097602162,-12.052983908656802,6.574865274271962,6.637349069639797,0.0,0.0,198.56429652795555,-12.090293205870145,6.614091999088096,6.704050376131899,0.0,0.0,156.11382850619825,-12.16309276348214
